bikes_4100_14760_5.csvriga;nome attributo;valore da imputare;valore imputato
1621;owner;second;first
875;model_year;2019;?
3085;power;47.0;47.0
2096;price;23000;?
2419;company;Bajaj;?
1149;owner;first;first
161;location;bangalore;?
1310;kms_driven;10000;?
1791;mileage;42.0;?
2771;location;hyderabad;?
3560;power;27.2;?
3409;price;200000;?
1122;model_year;2018;?
1059;mileage;38.5;?
3477;mileage;45.0;?
685;price;110000;?
60;mileage;42.0;?
1360;model_year;2018;?
915;model_year;2013;?
3003;power;16.7;?
2707;price;15000;?
2375;model;Bullet;?
4008;model_year;2015;2015
1172;owner;first;first
3888;location;delhi;?
187;model;HF;?
2508;location;thane;?
1942;owner;second;first
1329;kms_driven;38738;?
2753;owner;first;first
1164;kms_driven;43000;?
220;model_year;2018;2016
512;power;27.2;19.8
1837;power;16.7;?
2949;power;14.3;?
592;model_year;2016;2016
115;model;Classic;?
1394;kms_driven;25000;?
236;power;17.0;?
4080;company;Hero;Hero
729;owner;second;first
945;power;19.8;?
1910;mileage;35.0;?
1010;kms_driven;4500;?
109;power;19.8;?
910;location;mumbai;?
1416;company;Bajaj;Hero
2841;location;delhi;?
2906;owner;first;first
1090;model_year;2017;2016
2455;location;ahmedabad;?
3613;model_year;2016;?
3143;kms_driven;6000;?
1045;model_year;2016;2018
2208;kms_driven;14000;?
2834;model;Super;?
2106;power;24.6;?
1695;owner;first;first
2458;location;gautam buddha nagar;?
2737;owner;first;first
1640;price;48400;?
2533;price;15000;?
748;company;Hero;?
182;owner;first;first
1018;mileage;38.0;?
70;kms_driven;43000;?
3508;mileage;27.0;?
1929;price;78501;?
1316;location;delhi;?
3386;kms_driven;38554;?
385;location;mumbai;?
2998;model_year;2012;2015
1442;model_year;2020;?
3519;price;30000;?
3168;location;pune;?
2248;kms_driven;98000;?
3896;location;jaipur;?
1507;location;lucknow;?
626;model_year;2017;?
2366;price;60000;?
53;model_year;2008;2010
1472;model_year;2014;2010
1773;kms_driven;30000;?
375;owner;first;first
3091;power;20.0;?
1468;power;50.0;?
3221;model;Duke;?
3457;company;Yamaha;KTM
1779;kms_driven;15000;?
2050;power;18.76;?
3878;model;Duke;?
3789;owner;first;first
3693;location;24 pargana;?
3685;location;gurgaon;?
832;location;bangalore;?
1145;kms_driven;65000;?
249;owner;first;first
3602;company;Royal-Enfield;Harley-Davidson
813;kms_driven;35000;?
3005;owner;first;first
3997;location;vadodara;?
3809;price;90400;?
304;owner;first;first
19;price;110000;?
3376;location;faridabad;?
4006;power;21.0;?
289;company;Bajaj;?
2946;price;154000;?
2025;price;207500;?
1413;mileage;25.0;?
1282;location;nagpur;?
1602;model_year;2018;2018
1938;location;pune;?
62;mileage;35.0;?
1145;owner;first;first
3504;company;Harley-Davidson;?
1444;model;FZs;?
517;kms_driven;21000;?
1048;owner;first;first
1487;model_year;2019;2016
1664;price;29760;?
2239;company;Royal-Enfield;?
1836;kms_driven;6000;?
1410;location;jaipur;?
2654;price;21500;?
2185;model_year;2020;2020
721;model;Splendor;?
504;model_year;2020;2018
3324;model;Thunderbird;?
2311;power;19.8;?
1407;location;bangalore;?
2408;location;gurgaon;?
1313;kms_driven;16500;?
2453;mileage;50.0;?
1037;mileage;32.0;?
3405;mileage;35.0;?
1606;price;59600;?
3636;kms_driven;39000;?
3450;power;19.8;?
1382;model_year;2020;2016
3468;price;60000;?
2586;model;RC;?
3399;price;153300;?
624;mileage;57.0;?
2047;power;11.83;?
2594;location;pune;?
3523;mileage;50.0;?
238;company;Royal-Enfield;?
1552;company;Yamaha;Bajaj
1318;company;Royal-Enfield;?
3579;model;Himalayan;?
1680;model_year;2014;2016
780;model;Passion;?
2759;power;24.6;?
2147;price;95000;?
3402;location;lucknow;?
2762;power;19.0;?
926;model_year;2016;2016
3774;power;20.3;?
1267;company;Bajaj;Harley-Davidson
2962;company;Yamaha;?
1101;power;19.8;?
243;mileage;40.0;?
1641;company;Yamaha;Harley-Davidson
1508;power;24.6;?
2794;company;Kawasaki;?
3972;price;75000;?
365;company;Royal-Enfield;Harley-Davidson
3975;price;20000;?
3166;model;Discover;?
46;price;26000;?
3485;model;Classic;?
1069;owner;first;first
2435;model_year;2015;2019
1572;model;Duke;?
57;price;30000;?
1153;owner;second;first
2701;mileage;40.0;?
1113;model;Pulsar;?
2483;mileage;26.0;?
493;model_year;2015;?
2556;owner;first;first
3985;location;jaipur;?
3617;location;chandigarh;?
542;company;Bajaj;Bajaj
1697;location;chandigarh;?
1775;price;140000;?
3843;power;43.0;42.3
1836;owner;first;first
2124;mileage;18.0;?
443;model;Pulsar;?
1515;location;mumbai;?
3820;company;Hero;?
3438;model;Bullet;?
1750;company;Bajaj;?
3770;location;delhi;?
271;location;delhi;?
162;owner;first;first
860;mileage;42.0;?
4073;kms_driven;12000;?
1881;company;Mahindra;?
275;model_year;2019;2006
3385;model_year;2019;2018
665;model;V15;?
2798;price;22000;?
2910;power;24.5;?
2452;model_year;2016;2003
197;model;Pulsar;?
2638;mileage;65.0;?
987;price;118000;?
2670;model;Pulsar;?
2199;kms_driven;8000;?
636;location;noida;?
85;owner;first;first
1130;mileage;35.0;?
1542;owner;first;first
3815;model_year;2017;2018
1399;mileage;75.0;?
357;kms_driven;20000;?
1098;mileage;40.0;?
830;mileage;37.0;?
2235;price;53775;?
1619;power;19.0;?
2101;kms_driven;35000;?
1094;mileage;21.0;?
3577;owner;first;first
475;mileage;35.0;?
386;model;Pulsar;?
215;power;8.1;?
945;mileage;30.0;?
1856;kms_driven;19033;?
315;price;185000;?
3173;company;Bajaj;Hero
1175;owner;first;first
3476;mileage;37.0;?
999;location;kolkata;?
2015;company;Hero;?
370;owner;first;first
1552;price;45000;?
1661;price;90000;?
1425;mileage;42.5;?
2278;owner;first;first
2229;price;78000;?
3887;model_year;2015;2017
1318;price;133000;?
4000;company;Bajaj;?
75;power;20.3;?
2108;power;25.1;?
1884;location;chennai;?
2562;model_year;2015;2016
1912;kms_driven;29000;?
321;mileage;45.0;?
1360;mileage;42.0;?
2155;company;Hero;Hero
1659;company;Hero;Bajaj
3534;company;KTM;Harley-Davidson
116;location;chandigarh;?
871;model_year;2013;2015
1849;company;Hero;?
1492;model;RC;?
3653;kms_driven;23544;?
3715;price;135000;?
1277;location;bangalore;?
2580;price;133000;?
65;mileage;89.0;?
1684;model;FZs;?
564;location;ahmedabad;?
2721;model;Street;?
3202;location;kolkata;?
816;price;62000;?
3385;location;delhi;?
494;model_year;2012;?
3840;price;15000;?
2013;location;bangalore;?
2439;model;Himalayan;?
1185;power;37.73;?
2534;price;60000;?
3057;power;27.2;?
2490;kms_driven;66650;?
859;power;9.3;?
2357;power;42.3;?
3464;model;V15;?
3708;model_year;2019;2017
28;model_year;2015;2010
3475;owner;first;first
2334;kms_driven;10874;?
1774;mileage;42.0;?
230;location;chandigarh;?
405;company;Royal-Enfield;Royal-Enfield
886;mileage;65.0;?
115;model_year;2019;?
113;mileage;30.0;?
2491;model;Apache;?
1927;mileage;26.0;?
2197;owner;first;first
1877;owner;first;first
1952;kms_driven;47318;?
3363;company;Bajaj;?
2616;company;Royal-Enfield;?
2153;mileage;42.0;?
1633;price;53499;?
1452;company;KTM;Royal-Enfield
3062;power;19.1;?
2492;kms_driven;8300;?
1396;owner;third;first
2054;kms_driven;40000;?
2919;owner;first;first
1572;owner;first;first
3505;price;350000;?
423;model;Hunk;?
697;power;33.0;?
3357;location;chennai;?
3322;model_year;2011;2018
222;price;32000;?
389;company;Bajaj;Royal-Enfield
1074;model;Pulsar;?
3938;owner;first;first
1020;power;13.0;16.0
2101;owner;first;first
1421;location;ahmedabad;?
2573;owner;first;first
2855;price;48500;?
2279;kms_driven;27500;?
3291;kms_driven;24000;?
2942;mileage;42.0;?
149;mileage;45.0;?
27;kms_driven;14000;?
4077;kms_driven;113000;?
2972;power;27.2;27.2
258;owner;first;first
2522;owner;first;first
1217;model_year;2015;?
928;power;7.4;?
3588;model;Renegade;?
1056;power;21.0;?
2429;mileage;42.0;?
182;price;140000;?
702;company;Honda;?
3635;location;ghaziabad;?
1002;location;kalyan;?
3052;owner;first;first
755;owner;fourth;first
2880;mileage;35.0;?
2418;owner;second;first
1282;model;Aquila;?
631;model;CB;?
2834;company;Hero;?
1384;mileage;40.0;?
3757;mileage;38.0;?
2137;power;37.73;41.4
3185;price;27500;?
3666;company;Royal-Enfield;?
1501;price;130000;?
1104;location;delhi;?
1451;power;42.9;?
449;power;19.8;?
839;price;105000;?
1820;location;hyderabad;?
2353;mileage;53.0;?
1517;owner;first;first
242;model;Avenger;?
1911;owner;first;first
2093;power;14.0;14.0
878;owner;second;first
1393;company;Royal-Enfield;UM
1197;owner;first;first
1357;mileage;35.0;?
1312;owner;second;first
1278;power;67.2;?
972;mileage;81.0;?
2048;power;13.0;?
3794;owner;first;first
3535;company;Bajaj;?
3163;kms_driven;17000;?
3497;price;421000;?
3506;kms_driven;7400;?
1503;power;24.6;?
4067;model;Ignitor;?
197;model_year;2020;2015
1398;price;50000;?
2053;mileage;63.0;?
2785;location;noida;?
1592;price;130000;?
3073;company;Royal-Enfield;?
2575;location;chennai;?
2124;company;Harley-Davidson;Harley-Davidson
1995;mileage;57.0;67.0
920;location;mumbai;?
2908;company;Harley-Davidson;?
2010;model;YZF-R15;?
3681;power;19.8;?
371;owner;first;first
3775;kms_driven;54845;?
3231;price;129700;?
2597;kms_driven;9900;?
1848;price;43500;?
2246;price;102075;?
3740;owner;first;first
3654;kms_driven;8518;?
3731;owner;third;first
902;kms_driven;9776;?
979;price;93500;?
1526;owner;first;first
1271;power;19.0;?
987;model_year;2017;?
330;location;lucknow;?
2042;model_year;2015;2015
2674;model;HF;?
4033;company;Bajaj;?
2688;mileage;38.0;?
635;location;bangalore;?
2584;power;19.8;?
366;kms_driven;25200;?
2031;price;800000;?
869;kms_driven;33100;?
2862;model_year;2014;?
1500;mileage;35.0;?
1153;model;Continental;?
2166;mileage;57.0;?
1666;location;mumbai;?
3569;owner;first;first
2292;location;delhi;?
2960;owner;first;first
2739;mileage;50.0;?
1990;power;20.3;?
1824;owner;first;first
1309;owner;first;first
2625;price;38000;?
3155;power;27.2;?
2877;owner;first;first
3237;location;hyderabad;?
3870;model;Splendor;?
1228;power;14.3;?
188;model_year;2012;2016
2720;kms_driven;40000;?
627;mileage;40.0;?
2598;mileage;26.0;?
2871;model_year;2012;2015
2471;mileage;55.0;?
2860;kms_driven;23000;?
2342;power;25.0;?
2224;company;UM;?
1078;mileage;26.0;?
2422;price;170000;?
846;price;95000;?
1191;owner;first;first
3203;model;FZs;?
3555;mileage;38.0;?
1006;model_year;2017;2015
2414;company;Bajaj;Hero
410;location;bangalore;?
3341;model_year;2018;2018
2485;model;Classic;?
538;kms_driven;12500;?
3355;price;70000;?
3440;location;bangalore;?
1819;mileage;38.0;?
3068;price;515000;?
2058;kms_driven;13000;?
1230;location;bangalore;?
2335;model;Bullet;?
2496;model;Avenger;?
1177;mileage;55.0;?
3445;owner;second;first
1533;location;mumbai;?
392;price;84575;?
1275;model;Pulsar;?
925;model_year;2014;2015
196;price;180000;?
2505;model_year;2016;?
1397;mileage;65.0;?
1979;model_year;2010;2016
2641;model_year;2017;2017
574;company;Royal-Enfield;?
568;model_year;2015;2017
2629;model_year;2015;2016
2749;kms_driven;18900;?
1615;location;indore;?
3118;mileage;40.0;?
2540;price;56000;?
3162;location;chennai;?
971;mileage;32.0;?
284;mileage;55.0;?
360;owner;first;first
1244;power;16.8;?
2941;owner;first;first
1162;owner;first;first
790;power;13.0;?
1434;location;delhi;?
1704;kms_driven;42000;?
1751;price;60000;?
906;model_year;2016;2016
122;company;Bajaj;?
2405;model;Bullet;?
2530;location;delhi;?
2955;location;thane;?
3712;model_year;2018;?
469;model;Classic;?
3293;power;13.0;?
667;power;7.91;?
2945;company;KTM;?
45;price;39000;?
2938;kms_driven;10000;?
3902;price;42000;?
1029;location;mumbai;?
3836;company;KTM;Royal-Enfield
3356;location;faridabad;?
203;company;Royal-Enfield;?
465;model;Gixxer;?
3339;model;Classic;?
2820;owner;first;first
1440;location;jaipur;?
2474;model_year;2014;?
1807;company;Hyosung;Hyosung
1068;owner;first;first
810;location;rajkot;?
3002;owner;second;first
3074;location;pune;?
945;price;64200;?
1403;model_year;2012;?
694;model_year;2019;2017
98;kms_driven;7000;?
4090;company;TVS;Harley-Davidson
2776;model_year;2016;?
2070;price;100000;?
3921;location;delhi;?
4077;price;33000;?
1715;model_year;2016;2017
2949;price;65000;?
2345;model;Classic;?
3512;price;349000;?
2242;price;85000;?
1930;company;Royal-Enfield;?
2719;power;19.0;?
117;kms_driven;18000;?
116;model;Classic;?
149;kms_driven;30971;?
1372;location;dehradun;?
1758;model_year;2002;?
3242;price;142500;?
2530;mileage;25.0;?
145;company;Royal-Enfield;Royal-Enfield
2105;model;Classic;?
3692;model_year;2011;2012
3619;kms_driven;1600;?
3051;model_year;2017;2016
465;kms_driven;13000;?
1325;power;19.8;?
840;owner;first;first
4012;mileage;65.0;?
1584;kms_driven;2500;?
705;power;16.0;?
1321;price;91600;?
289;model;Discover;?
2462;model_year;2017;?
1282;owner;first;first
2150;company;Hero;Hero
3348;power;19.8;?
3539;model;Bullet;?
4072;kms_driven;4400;?
2471;company;Hero;?
1677;price;135000;?
706;location;chennai;?
3924;model;Duke;?
3571;mileage;35.0;?
2391;price;23000;?
2833;location;delhi;?
3122;owner;first;first
3600;mileage;35.0;?
2030;model;Classic;?
2313;model_year;2015;?
1773;price;83000;?
1250;power;19.8;?
1403;company;Bajaj;Hero
3659;location;delhi;?
2693;price;115000;?
4031;kms_driven;29359;?
590;model;Renegade;?
1838;power;21.0;?
2655;company;Royal-Enfield;Harley-Davidson
1246;model_year;2019;?
1076;mileage;45.0;?
1891;location;hyderabad;?
1178;price;600000;?
689;model;GT250R;?
3732;mileage;40.0;?
621;power;17.0;?
3599;mileage;35.0;?
178;owner;first;first
1548;model_year;2017;2016
3536;kms_driven;28000;?
3133;location;delhi;?
3299;price;40000;?
674;power;33.0;42.9
3850;company;Hero;?
508;company;Bajaj;Hero
2220;owner;first;first
2617;power;19.0;?
310;company;Hero;Hero
1545;power;19.1;?
2378;price;39000;?
1361;mileage;55.0;?
2467;location;delhi;?
1459;company;KTM;Royal-Enfield
1281;model_year;2016;?
3104;company;Hero;?
259;company;Royal-Enfield;?
3245;price;60000;?
2102;location;nagpur;?
1294;location;chandigarh;?
1716;owner;second;first
2338;company;Yamaha;?
505;kms_driven;8067;?
2816;power;27.2;19.8
2635;kms_driven;5800;?
2657;price;155000;?
3420;location;bangalore;?
1898;company;Yamaha;Royal-Enfield
2382;company;Bajaj;Hero
441;model;Duke;?
3547;model;Avenger;?
2233;power;29.1;?
1591;kms_driven;33000;?
1342;mileage;32.0;?
3081;kms_driven;31000;?
2867;mileage;38.0;?
545;power;8.2;?
1753;kms_driven;46000;?
543;kms_driven;24318;?
2232;price;17900;?
2559;power;37.73;?
3088;kms_driven;13000;?
2931;power;47.0;37.73
2113;owner;first;first
1943;kms_driven;40000;?
3660;model_year;2016;2017
2028;company;Hero;?
968;kms_driven;37000;?
2060;price;63700;?
3877;power;8.2;?
2483;price;125000;?
227;owner;first;first
102;model_year;2016;2016
885;model_year;2014;2010
1345;price;126600;?
2737;location;mumbai;?
2782;kms_driven;25000;?
1752;owner;first;first
2196;price;149900;?
1125;mileage;40.0;?
460;model_year;2018;?
3849;power;16.7;?
1445;location;chennai;?
3329;model_year;2016;?
307;price;44200;?
1000;price;39352;?
3159;model_year;2018;2019
2143;owner;first;first
903;kms_driven;7300;?
3562;owner;first;first
657;mileage;43.0;?
1449;kms_driven;5600;?
1535;power;14.0;?
910;mileage;53.0;?
1112;model;Pulsar;?
2408;kms_driven;9946;?
448;company;Suzuki;Royal-Enfield
1826;location;delhi;?
4027;power;19.0;?
3693;company;KTM;Harley-Davidson
903;model;Renegade;?
2535;owner;first;first
1513;location;hyderabad;?
3547;model_year;2017;?
2188;price;160000;?
1886;price;61000;?
4096;price;120000;?
3395;kms_driven;58000;?
210;owner;second;first
3807;owner;first;first
1954;kms_driven;13300;?
689;kms_driven;100000;?
1455;model_year;2019;2018
2396;power;8.2;?
719;model_year;2015;?
2495;location;tiruvallur;?
2412;model_year;2017;2017
2154;model_year;2018;2018
458;location;rajkot;?
1544;model_year;2020;?
600;kms_driven;29000;?
2000;owner;first;first
2357;price;160000;?
1818;power;21.0;?
3792;company;UM;?
394;model_year;2010;2018
2590;kms_driven;10000;?
2800;power;42.3;?
304;company;Bajaj;Harley-Davidson
685;model_year;2014;2018
3163;price;55000;?
107;power;12.0;?
2101;power;13.8;?
3527;power;7.5;?
2954;power;14.6;?
3185;owner;first;first
540;model;RC;?
3417;kms_driven;25000;?
2476;mileage;26.0;?
3999;kms_driven;11572;?
1403;kms_driven;67000;?
3482;location;pune;?
1618;mileage;40.0;?
342;mileage;26.0;?
2839;mileage;67.0;?
2682;model;Duke;?
1541;mileage;25.0;?
515;model_year;2006;2016
1910;model_year;2017;2012
81;kms_driven;1300;?
3919;price;37830;?
403;mileage;35.0;?
1832;location;delhi;?
1858;mileage;43.0;?
780;owner;first;first
1951;model_year;2019;?
704;kms_driven;35000;?
836;model;Thunderbird;?
1760;company;Royal-Enfield;?
1660;kms_driven;145000;?
3646;location;delhi;?
2857;kms_driven;34163;?
3726;owner;first;first
1474;model_year;2020;2016
1376;model_year;2016;2016
1609;owner;first;first
850;company;Royal-Enfield;Royal-Enfield
671;kms_driven;13500;?
436;model_year;2020;2016
3667;location;chandigarh;?
2026;kms_driven;15000;?
1930;model;Classic;?
3875;owner;first;first
2439;power;24.5;?
72;model;Splendor;?
3363;model_year;2016;2017
431;model;Classic;?
3422;owner;first;first
158;owner;first;first
2543;model_year;2014;2016
3184;model;Classic;?
3343;model_year;2017;2018
1410;company;Hero;Bajaj
1483;model_year;2015;2003
2280;location;bangalore;?
3375;power;11.8;?
1303;price;41300;?
1986;power;14.3;?
1252;model_year;2017;2015
3411;kms_driven;9500;?
550;power;19.8;?
2316;model_year;2020;2017
2574;model;Thunderbird;?
1999;kms_driven;20000;?
718;mileage;35.0;?
3262;model_year;2014;2014
255;company;Bajaj;Royal-Enfield
1666;model_year;2018;?
425;mileage;53.0;?
289;owner;first;first
2485;location;meerut;?
981;company;Royal-Enfield;Royal-Enfield
891;model_year;2007;2018
2758;model_year;2015;2014
314;price;60000;?
3235;model_year;2013;?
3954;location;faridabad;?
3389;owner;first;first
1899;model;Bullet;?
677;power;25.1;?
3446;model;RC;?
585;power;24.8;?
1076;price;32000;?
2033;model_year;2017;?
3911;kms_driven;21000;?
2705;power;12.32;?
1128;mileage;65.0;81.0
2276;mileage;40.0;?
2110;power;19.8;?
1432;owner;first;first
2584;mileage;35.0;?
4025;price;23000;?
3916;owner;first;first
1035;model;Duke;?
398;power;14.2;?
3178;model_year;2011;2014
2454;company;UM;?
3759;company;Royal-Enfield;Harley-Davidson
3393;location;bangalore;?
908;price;100000;?
384;company;Hero;Hero
1506;power;8.9;?
2179;power;19.8;?
3628;location;mumbai;?
4000;kms_driven;73845;?
17;mileage;45.0;?
3836;power;25.1;?
2252;model_year;2016;2019
2884;model;Splendor;?
4028;power;13.0;16.0
3954;model_year;2014;?
3826;price;80000;?
3186;owner;first;first
777;power;7.7;?
2019;company;Royal-Enfield;Honda
2237;price;62600;?
1193;model;Pulsar;?
27;model_year;2016;2016
2029;model_year;2013;2017
998;company;Royal-Enfield;Royal-Enfield
2540;model_year;2017;?
2630;mileage;53.0;?
3825;model_year;2017;2017
3269;model;Splendor;?
2254;model_year;2015;2016
1579;kms_driven;16000;?
2561;price;140000;?
1351;owner;first;first
3344;power;21.0;?
1112;price;60000;?
2794;model_year;2018;?
545;model;Splendor;?
4038;location;delhi;?
2441;owner;first;first
3404;kms_driven;21708;?
4035;power;21.0;25.1
3755;location;thane;?
2094;owner;first;first
2481;model;Gixxer;?
883;model;Classic;?
1153;price;88057;?
2193;model_year;2009;?
537;location;indore;?
1686;model;Thunderbird;?
144;power;19.8;8.2
1973;kms_driven;19980;?
1713;model_year;2018;2017
2594;price;81000;?
310;model_year;2015;2013
485;mileage;38.0;?
179;mileage;38.0;?
2236;owner;first;first
3506;mileage;20.0;?
2955;price;42000;?
2497;owner;first;first
2792;owner;second;first
505;model_year;2018;?
1821;price;41000;?
1624;kms_driven;28600;?
3698;mileage;27.0;?
316;location;thane;?
3255;model_year;2016;2015
2754;location;delhi;?
3574;location;mumbai;?
395;model_year;2013;2018
3176;owner;first;first
1870;kms_driven;49000;?
287;power;19.8;?
915;model;CBR;?
3726;model;Pulsar;?
1019;company;Hero;?
1260;kms_driven;8265;?
3413;price;33000;?
3841;mileage;26.0;?
2846;model;Centuro;?
2198;mileage;95.0;?
1350;owner;second;first
397;kms_driven;31000;?
1653;model_year;2011;2018
