Age;Gender;Country;state;self_employed;family_history;treatment;work_interfere;no_employees;remote_work;tech_company;benefits;care_options;wellness_program;seek_help;anonymity;leave;mental_health_consequence;phys_health_consequence;coworkers;supervisor;mental_health_interview;phys_health_interview;mental_vs_physical;obs_consequence
25;F;Canada;?;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Yes;No;Maybe;Don't know;No
29;male;United States;MN;No;No;No;Never;26-100;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Yes;Yes;Maybe;Maybe;No;No
24;Male;United States;MO;No;Yes;No;Rarely;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Somewhat easy;Maybe;Maybe;Some of them;No;No;Maybe;Don't know;No
26;female;Canada;?;No;Yes;Yes;Sometimes;26-100;No;No;No;Yes;No;No;No;Very difficult;Yes;No;No;No;No;Maybe;No;Yes
25;Male;United States;NY;No;Yes;No;?;26-100;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Very easy;No;No;Some of them;Yes;No;No;Don't know;No
33;Male;United States;WI;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
35;M;United States;OR;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Don't know;Not sure;No;No;Don't know;Somewhat easy;No;No;Some of them;Yes;No;Maybe;No;No
32;Male;United States;WA;No;No;Yes;Sometimes;26-100;No;Yes;Yes;No;Yes;Yes;Yes;Somewhat difficult;Maybe;No;Some of them;Yes;No;Maybe;Yes;No
28;Male;United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;Yes;No
35;Male;United States;CO;No;No;No;?;26-100;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Don't know;No
25;Male;United States;DC;No;No;No;?;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Very easy;No;No;Some of them;Yes;No;No;Don't know;No
27;Male;United States;NE;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Yes;Yes;Maybe;Maybe;Don't know;No
38;Male;Costa Rica;?;No;No;No;?;26-100;Yes;Yes;No;Yes;No;No;Yes;Somewhat easy;No;No;Yes;Yes;Maybe;Yes;No;No
24;Male;Canada;?;No;No;Yes;Never;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Yes;Don't know;No
39;M;United Kingdom;?;No;No;No;Never;26-100;No;No;No;No;No;No;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
35;M;United States;TX;No;No;No;Never;26-100;Yes;No;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Yes;No;Some of them;No;No;Maybe;Don't know;No
32;male;United States;CA;No;Yes;No;Never;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Very easy;No;No;Some of them;Some of them;No;Maybe;No;No
25;Male;United States;IL;No;Yes;Yes;Sometimes;26-100;No;No;Don't know;No;No;Don't know;Don't know;Somewhat difficult;Maybe;No;Some of them;Some of them;No;Maybe;No;No
26;male;United States;OK;No;No;No;Often;26-100;No;No;Don't know;Not sure;No;No;Don't know;Don't know;Yes;Maybe;Some of them;Yes;No;Maybe;No;No
27;male;United States;UT;No;No;Yes;Rarely;26-100;Yes;Yes;No;Yes;No;No;Don't know;Somewhat difficult;Maybe;No;Some of them;Yes;No;No;Don't know;Yes
25;Male;United States;IL;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Very easy;Maybe;No;Some of them;No;No;No;Don't know;Yes
34;Male;United States;MN;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don't know;Very easy;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;No
31;male;United States;MO;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;No;Some of them;No;Maybe;Don't know;No
28;Female;United Kingdom;?;No;No;No;Never;26-100;No;Yes;Don't know;No;No;Don't know;Yes;Somewhat easy;No;No;Yes;Yes;Maybe;Maybe;Don't know;No
28;Male;United States;MI;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;No;No;No;Don't know;Somewhat easy;Maybe;Maybe;Some of them;No;No;Maybe;No;No
28;Male;Russia;?;No;No;No;Sometimes;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Yes;Maybe;No;No;No;Maybe;Don't know;No
27;Female;United States;OR;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;No;No;No;Don't know;Very easy;No;No;Some of them;Some of them;No;No;Yes;No
30;M;United States;MA;No;No;Yes;Often;26-100;No;Yes;No;Yes;No;No;Yes;Somewhat easy;Maybe;No;Yes;Yes;No;Maybe;Don't know;No
24;male;United States;KS;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
40;Female;United States;DC;No;No;No;?;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No
37;Male;United Kingdom;?;No;Yes;No;Sometimes;26-100;No;No;No;No;No;No;Don't know;Don't know;Yes;Maybe;Some of them;Yes;No;Maybe;Don't know;No
41;Male (CIS);United States;VA;No;No;No;?;26-100;No;Yes;Yes;Not sure;No;No;Don't know;Very easy;Yes;No;No;Some of them;No;No;Don't know;No
33;Male;United Kingdom;?;No;No;No;?;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;No;No;Yes;Yes;Yes;Yes;Don't know;No
23;Male;United States;PA;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;No;Yes;No;Yes;Yes;No
36;Male;United States;OH;No;No;Yes;Sometimes;26-100;No;Yes;Yes;No;No;Yes;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;Yes
38;Male;United States;NH;No;No;No;Sometimes;26-100;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Yes;No;Maybe;No;No
30;male;Netherlands;?;No;No;No;?;26-100;No;Yes;Don't know;No;Don't know;Don't know;Yes;Somewhat easy;No;No;Some of them;Some of them;No;No;Yes;No
25;Male;United Kingdom;?;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don't know;Somewhat difficult;Yes;Maybe;No;No;No;Maybe;No;No
37;Male;Canada;?;No;Yes;Yes;Often;26-100;No;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Yes;Don't know;No
33;M;United States;CA;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Don't know;No
23;Male;United States;AL;No;Yes;Yes;Sometimes;26-100;Yes;No;Don't know;No;No;Don't know;Yes;Somewhat easy;Maybe;No;Some of them;Some of them;No;Yes;Yes;No
41;Male;United States;AL;No;No;Yes;Sometimes;26-100;Yes;Yes;Yes;Yes;Don't know;No;Don't know;Very easy;No;No;Yes;Yes;Yes;Yes;Yes;No
37;Female;United States;CA;No;Yes;Yes;Often;26-100;No;Yes;Yes;Yes;No;No;Yes;Don't know;Maybe;No;Some of them;Some of them;No;Yes;Don't know;No
34;male;United Kingdom;?;No;No;No;Sometimes;26-100;No;Yes;No;Yes;No;No;Don't know;Somewhat easy;Maybe;Maybe;Yes;Some of them;No;No;Don't know;No
38;Male;United States;PA;No;No;Yes;Rarely;26-100;Yes;Yes;Yes;No;No;No;Don't know;Don't know;Yes;No;No;No;No;Maybe;No;No
34;male;United States;MO;No;No;No;?;26-100;No;No;Yes;No;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
35;male;United States;NY;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Yes;Somewhat difficult;Yes;No;No;Some of them;No;Maybe;Don't know;No
18;Male;United States;WA;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Very easy;No;No;Some of them;Some of them;No;Maybe;Yes;No
30;F;United States;SC;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Don't know;Don't know;Very easy;No;No;Yes;Yes;No;Yes;Yes;No
30;queer/she/they;United States;IL;No;Yes;Yes;Rarely;26-100;No;Yes;Yes;Not sure;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Yes;No;No;Don't know;No
26;M;United States;IN;No;No;No;?;26-100;No;Yes;No;No;No;No;Don't know;Don't know;No;No;Some of them;Some of them;No;No;Don't know;Yes
25;Male;United States;OR;No;No;No;?;26-100;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
29;male;Latvia;NY;No;No;No;?;26-100;No;Yes;No;Yes;No;No;Don't know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
24;Male;United States;WA;No;No;No;?;26-100;No;Yes;Yes;Not sure;Yes;Yes;Yes;Very easy;No;No;Some of them;Some of them;No;Maybe;Yes;No
46;M;United States;WA;No;No;No;Never;26-100;No;Yes;Yes;Not sure;Yes;Don't know;Don't know;Very easy;No;No;Some of them;Some of them;Maybe;Maybe;Don't know;No
30;Male;United Kingdom;?;No;No;Yes;Sometimes;26-100;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Yes;Maybe;No;No;No;Maybe;Don't know;No
29;male;United States;WA;No;No;No;?;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;No;Maybe;Yes;No
35;Male;United States;MI;No;No;No;?;26-100;No;No;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Yes;Yes;No;No;No;No
33;f;United States;WA;No;Yes;No;Sometimes;26-100;Yes;Yes;No;Yes;No;No;Don't know;Very difficult;Yes;Maybe;Some of them;Some of them;No;Maybe;No;No
25;F;United States;WA;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Yes;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
33;M;United States;IN;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
34;male;Germany;?;Yes;Yes;Yes;Rarely;26-100;Yes;Yes;No;No;No;Don't know;Don't know;Somewhat difficult;No;No;Yes;Yes;No;Maybe;Yes;No
32;F;United States;WA;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;No;Some of them;Yes;No;Maybe;Yes;No
21;F;United States;CA;No;Yes;Yes;Rarely;26-100;No;Yes;Don't know;Not sure;Don't know;No;Don't know;Somewhat easy;Yes;No;Some of them;No;No;Yes;Don't know;No
45;M;United States;MA;No;No;Yes;Never;26-100;Yes;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Maybe;No;No;Some of them;No;Maybe;Don't know;No
25;Female;United States;WA;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Yes;No;No;Yes;No
31;Make;United States;IN;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;No;No;No;Don't know;Don't know;No;No;Yes;Yes;No;No;Don't know;No
25;Male;Germany;?;No;Yes;Yes;Often;26-100;Yes;Yes;No;No;No;No;Yes;Somewhat easy;No;No;Yes;Yes;No;Yes;No;No
26;Male;Canada;?;No;Yes;Yes;Often;26-100;Yes;Yes;Don't know;No;Don't know;Don't know;Don't know;Very easy;No;No;Yes;Yes;No;No;Yes;No
48;M;United Kingdom;?;No;No;No;?;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;Maybe;No;No;No;No;No;No
28;Male;United States;NJ;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;No;No
29;male;Germany;?;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;No;No;No;Don't know;Very easy;Maybe;No;Some of them;Some of them;Maybe;Maybe;Don't know;No
33;Male;United States;NH;No;Yes;Yes;Never;26-100;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;Yes;Maybe;Yes;Some of them;No;No;Yes;No
26;M;Uruguay;?;No;No;No;?;26-100;Yes;Yes;Don't know;No;Don't know;No;Don't know;Don't know;No;No;Some of them;No;No;Yes;Don't know;No
34;male;United States;NJ;No;No;No;Sometimes;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Yes;Yes;No;Maybe;Don't know;No
27;female;United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat difficult;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
23;female;United States;MA;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
24;Male;United States;AZ;No;No;Yes;Rarely;26-100;No;Yes;Yes;Yes;Yes;No;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
29;Male;United Kingdom;?;No;No;No;?;26-100;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
26;Female;United States;CA;No;Yes;No;Never;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat difficult;Maybe;Maybe;Some of them;No;No;Maybe;No;No
38;Male;United Kingdom;?;Yes;No;Yes;Sometimes;26-100;Yes;Yes;No;No;No;No;Yes;Somewhat easy;Maybe;Maybe;Some of them;Yes;No;Maybe;Yes;No
23;male;Germany;?;Yes;Yes;Yes;Often;26-100;Yes;Yes;Don't know;No;Don't know;Don't know;Don't know;Don't know;No;Maybe;Yes;Yes;Maybe;Yes;Don't know;No
23;Male;United States;VA;No;No;No;Never;26-100;No;No;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Yes;Yes;Maybe;Yes;Yes;No
43;male;Germany;?;No;No;Yes;Sometimes;26-100;No;No;No;Yes;Don't know;No;Don't know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Yes;No;Yes
28;Female;United States;NY;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Yes;Maybe;Some of them;No;No;Maybe;Don't know;No
27;Male;Israel;?;No;No;No;?;26-100;No;Yes;No;No;No;No;Don't know;Somewhat difficult;Yes;No;Some of them;No;No;Maybe;No;Yes
25;male;United States;WA;No;No;No;?;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
38;female;United States;AZ;No;No;Yes;?;26-100;No;Yes;Yes;Yes;No;No;Yes;Don't know;Maybe;Maybe;No;No;No;No;No;No
32;male;United Kingdom;?;No;No;No;?;26-100;No;Yes;No;Not sure;No;Don't know;Don't know;Don't know;No;No;No;Some of them;No;Maybe;Don't know;No
39;Male;United States;WA;No;No;No;Never;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;No;No;Yes;No
34;Male;United Kingdom;?;No;Yes;Yes;Often;26-100;No;Yes;No;Yes;No;No;Yes;Very easy;Maybe;Maybe;Yes;Yes;No;No;No;No
25;Male;Bosnia and Herzegovina;?;No;Yes;No;Rarely;26-100;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;Yes;No;No;No;No;Don't know;Yes
51;Male;New Zealand;?;No;No;Yes;Sometimes;26-100;Yes;Yes;No;Yes;Yes;No;No;Somewhat difficult;Yes;Yes;No;No;No;No;Don't know;Yes
21;Male;Canada;?;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;Don't know;No;Don't know;Don't know;Yes;Maybe;No;No;No;Maybe;Don't know;No
39;M;United States;WI;No;Yes;Yes;Often;26-100;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Somewhat easy;Yes;No;Some of them;Yes;No;No;No;No
30;Male;United Kingdom;?;No;No;No;Never;26-100;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
30;male;Germany;?;No;No;No;Often;26-100;No;Yes;No;No;Don't know;No;Don't know;Somewhat easy;Maybe;No;Some of them;Some of them;Maybe;Yes;Don't know;No
21;Agender;United Kingdom;?;No;No;Yes;Sometimes;26-100;No;Yes;No;Yes;Yes;No;Yes;Somewhat easy;Maybe;No;Some of them;Some of them;No;No;Yes;No
33;M;United States;NY;No;No;No;?;26-100;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Don't know;Yes;No;Some of them;No;No;Maybe;Don't know;No
36;Male;United States;CO;No;No;Yes;Rarely;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;No;No;Don't know;No
40;Male;Canada;?;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don't know;Somewhat difficult;No;No;Some of them;Some of them;No;No;No;No
26;Female;United States;MA;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Yes;Somewhat difficult;No;No;Yes;Yes;No;No;No;Yes
50;Male;United States;?;No;No;No;Never;26-100;Yes;Yes;No;Yes;No;No;Don't know;Don't know;No;No;No;No;No;Maybe;No;No
37;Male;United States;PA;No;Yes;No;Never;26-100;No;Yes;Don't know;No;No;Don't know;Don't know;Somewhat easy;No;No;Yes;Yes;No;No;Yes;No
23;Male;United States;RI;No;No;No;?;26-100;No;Yes;Don't know;No;Don't know;No;Don't know;Don't know;No;No;Yes;Yes;No;Maybe;Don't know;No
29;male;Canada;?;Yes;No;No;Never;26-100;Yes;Yes;Yes;Yes;No;No;Yes;Very difficult;Yes;No;Some of them;No;No;Yes;No;No
34;Male;United States;IL;No;Yes;Yes;Sometimes;26-100;Yes;No;Yes;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;No
40;Female;United States;MA;No;No;No;Never;26-100;No;No;Don't know;Not sure;No;No;Don't know;Somewhat easy;Maybe;Maybe;Yes;Yes;Maybe;Maybe;Don't know;No
29;f;United States;MI;No;No;No;Never;26-100;No;Yes;Yes;Yes;Yes;No;Yes;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;Yes
34;Male;United States;NH;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;Yes;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Yes;Don't know;Yes
29;Male;United States;OH;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;No;No;No;No;Somewhat difficult;Yes;No;Some of them;Some of them;No;Maybe;Don't know;No
31;M;United States;NY;No;No;No;?;26-100;Yes;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Yes;No;No;No;No;Maybe;Don't know;No
24;male;United States;KY;No;No;No;Never;26-100;No;No;Don't know;Not sure;No;No;Don't know;Don't know;Maybe;Yes;Some of them;No;No;Maybe;No;No
27;Male;United States;NY;No;No;No;?;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;No;No;Yes;Yes;No;Maybe;Yes;No
30;Male;Singapore;?;No;No;No;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;No;No;Yes;No;Yes
35;Male;United States;MI;No;No;No;Never;26-100;No;Yes;Yes;No;Yes;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;Maybe;Maybe;Yes;No
38;male;Netherlands;?;No;Yes;No;Often;26-100;Yes;Yes;No;Not sure;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;Maybe;Maybe;Don't know;No
31;Female;United States;WA;No;No;Yes;Often;26-100;Yes;Yes;Yes;Yes;No;No;Don't know;Very easy;Maybe;No;Some of them;Some of them;No;Yes;Don't know;No
32;male leaning androgynous;Canada;?;No;No;No;Sometimes;26-100;Yes;Yes;No;Yes;No;No;Yes;Very difficult;Yes;Maybe;Some of them;No;No;Maybe;No;Yes
28;Male;United States;MI;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;Not sure;No;Don't know;Don't know;Don't know;Yes;No;Some of them;Some of them;No;No;Don't know;Yes
28;male;Germany;?;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don't know;Somewhat easy;No;No;Some of them;Some of them;Yes;Yes;Don't know;No
30;Male;United Kingdom;?;No;No;Yes;Often;26-100;No;Yes;No;No;No;No;Yes;Somewhat easy;No;No;Some of them;Yes;No;Maybe;Yes;No
36;Male;Germany;?;No;No;No;?;26-100;No;Yes;Yes;Yes;No;No;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
35;male;Germany;?;No;No;No;?;26-100;No;Yes;No;No;No;No;Don't know;Very easy;Maybe;No;Some of them;Some of them;No;No;Don't know;No
57;Male;United States;CA;No;No;No;Never;26-100;No;Yes;Yes;Yes;No;Yes;Yes;Somewhat difficult;Yes;Maybe;No;No;No;Maybe;Don't know;Yes
25;Male;Ireland;?;No;Yes;Yes;Sometimes;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;No;No
30;Male;Australia;?;No;No;No;Sometimes;26-100;No;Yes;No;No;No;No;Don't know;Very easy;No;No;Some of them;Some of them;No;No;Don't know;No
30;Male;Ireland;?;No;No;Yes;Sometimes;26-100;Yes;Yes;No;No;Don't know;No;Don't know;Very difficult;Maybe;Maybe;Some of them;No;No;No;No;No
26;m;Netherlands;?;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Maybe;Maybe;No;No;No;No;Don't know;No
26;Male;Russia;?;No;No;No;Never;26-100;No;Yes;No;Not sure;No;Don't know;Don't know;Somewhat difficult;No;No;Some of them;No;No;Maybe;Don't know;No
35;Male;Canada;?;No;Yes;No;Sometimes;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;No;No
28;Male;United States;IL;No;No;Yes;Sometimes;26-100;Yes;No;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;Maybe;Don't know;No
22;Male;India;?;No;No;No;?;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Yes;Maybe;Maybe;Don't know;No
33;male;Bulgaria;?;No;No;Yes;Rarely;26-100;Yes;Yes;No;No;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;Yes
19;Trans woman;United States;MO;No;Yes;Yes;Often;26-100;No;No;Don't know;Not sure;No;No;Don't know;Somewhat difficult;Maybe;Maybe;No;No;No;Maybe;No;No
28;Male;United States;NM;No;No;No;?;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
30;m;Germany;?;No;No;No;?;26-100;No;Yes;Don't know;No;No;Don't know;Yes;Somewhat easy;No;No;Some of them;No;Maybe;Maybe;Don't know;No
32;Male;United Kingdom;?;No;No;Yes;Sometimes;26-100;No;No;Yes;Yes;No;No;Yes;Very easy;No;No;No;Yes;No;No;Yes;No
23;Male;United States;OH;No;No;Yes;Often;26-100;No;No;Yes;Yes;Yes;No;Yes;Somewhat easy;No;No;Some of them;Yes;No;Maybe;Yes;No
43;M;United States;TN;No;Yes;Yes;Sometimes;26-100;No;No;Yes;Not sure;No;Yes;Don't know;Somewhat easy;Yes;No;No;No;No;No;No;No
26;Male;United States;NY;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Yes;Yes;Some of them;No;No;No;No;No
37;F;United States;MO;No;No;No;?;26-100;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Yes;No;Some of them;No;No;No;Don't know;No
29;Male;United States;NY;No;No;Yes;Often;26-100;No;Yes;Yes;Yes;No;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
-1726;male;United Kingdom;?;No;No;Yes;Sometimes;26-100;No;No;No;No;No;No;Don't know;Somewhat difficult;Yes;No;No;No;No;Maybe;Don't know;No
27;Man;United States;MN;No;No;No;?;26-100;No;Yes;Yes;Not sure;No;Don't know;Don't know;Don't know;No;No;Yes;Yes;No;No;Don't know;No
30;Male;Switzerland;?;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;No;No;No;No;Very difficult;Yes;Yes;No;No;No;No;No;No
24;Male;France;?;No;No;No;?;26-100;No;Yes;No;No;Yes;No;Don't know;Don't know;Maybe;No;Yes;Some of them;No;No;Don't know;No
31;Male;United States;KY;No;No;No;?;26-100;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;Yes;Yes;No;No;Don't know;No
33;Male;United Kingdom;?;No;No;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
37;male;Australia;?;No;Yes;Yes;Sometimes;26-100;No;Yes;No;Yes;No;No;Yes;Very easy;No;No;Some of them;Yes;No;Maybe;Yes;Yes
31;Male;United States;TX;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;Don't know;Don't know;Somewhat easy;Maybe;No;Some of them;Yes;Maybe;Yes;Don't know;No
30;Male;United States;TX;Yes;No;Yes;Sometimes;26-100;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;No;Yes;Don't know;No
19;Male;Canada;?;No;No;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat difficult;No;No;Some of them;Yes;No;Yes;Don't know;No
33;m;Norway;?;No;Yes;No;?;26-100;No;Yes;Yes;Yes;No;No;Don't know;Very easy;No;No;Some of them;Yes;No;No;Don't know;No
29;Female;United States;OR;No;Yes;Yes;Sometimes;26-100;Yes;No;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Yes;No;Maybe;Don't know;No
38;f;United States;NC;No;Yes;Yes;Sometimes;26-100;No;No;Yes;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;No
34;male;Germany;?;No;No;No;Rarely;26-100;No;Yes;No;No;No;No;Yes;Somewhat easy;Maybe;Maybe;No;Some of them;Maybe;Maybe;Yes;No
37;Female;United States;CA;No;Yes;Yes;Rarely;26-100;No;No;Yes;Yes;Yes;Yes;Don't know;Don't know;Maybe;Maybe;Yes;Some of them;No;Maybe;Yes;No
27;Male;United Kingdom;?;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Somewhat easy;No;No;Some of them;No;Yes;Yes;Don't know;No
28;Male;United Kingdom;?;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat easy;No;No;Some of them;Yes;Maybe;Yes;Don't know;No
43;Male;United Kingdom;?;No;No;Yes;Never;26-100;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Yes;Yes;Yes;Yes;Don't know;No
25;Male;United States;CO;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Don't know;Don't know;Yes;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;No
38;Male;United States;MI;No;No;No;Never;26-100;No;Yes;Yes;Yes;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Yes;No;Maybe;No;Yes
28;Male;Brazil;?;No;No;No;?;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Yes;Maybe;Yes;No;Yes
